created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2022-10-09T12:36:08Z,310950,49.96,84.49,97.38,2186,-81,65,60,55.58
2022-10-09T12:38:08Z,310951,52.32,88.28,101.42,2188,-80,65,60,57.98
2022-10-09T12:40:08Z,310952,59.28,99.22,113.15,2190,-83,65,60,65.37
2022-10-09T12:42:08Z,310953,55.91,92.87,105.20,2192,-82,65,60,61.15
2022-10-09T12:44:08Z,310954,53.55,90.91,105.41,2194,-78,65,60,59.84
2022-10-09T12:46:08Z,310955,53.30,89.41,100.96,2196,-79,65,60,58.89
2022-10-09T12:48:08Z,310956,68.28,114.15,129.62,2198,-79,65,61,75.30
2022-10-09T12:50:08Z,310957,65.91,109.19,123.37,2200,-80,65,61,71.96
2022-10-09T12:52:08Z,310958,70.88,117.89,132.96,2202,-80,65,61,77.86
2022-10-09T12:54:08Z,310959,64.78,105.33,117.09,2204,-84,65,60,69.51
2022-10-09T12:56:08Z,310960,53.77,89.74,101.26,2206,-80,65,60,59.15
2022-10-09T12:58:08Z,310961,51.89,89.84,100.45,2208,-82,65,61,58.96
2022-10-09T13:00:08Z,310962,52.27,87.14,99.05,2210,-82,65,61,57.43
2022-10-09T13:02:08Z,310963,51.16,84.77,96.56,2212,-82,65,61,55.79
2022-10-09T13:04:08Z,310964,76.96,122.58,136.45,2214,-80,65,61,81.02
2022-10-09T13:06:08Z,310965,89.09,140.00,159.78,2216,-83,65,61,92.62
2022-10-09T13:08:08Z,310966,66.76,108.47,121.40,2218,-81,65,61,71.56
2022-10-09T13:10:08Z,310967,57.55,96.19,109.00,2220,-80,65,60,63.41
2022-10-09T13:12:08Z,310968,53.91,91.89,103.52,2222,-83,65,61,60.50
2022-10-09T13:14:08Z,310969,52.35,88.24,99.48,2224,-87,65,61,57.98
2022-10-09T13:16:08Z,310970,52.19,86.96,99.07,2226,-81,65,61,57.23
2022-10-09T13:18:08Z,310971,52.66,90.46,101.25,2228,-80,65,61,59.61
2022-10-09T13:20:08Z,310972,51.87,88.08,100.70,2230,-83,65,61,57.98
2022-10-09T13:22:08Z,310973,53.66,92.04,102.09,2232,-79,65,60,60.74
2022-10-09T13:24:08Z,310974,52.96,91.05,100.63,2234,-84,64,61,60.00
2022-10-09T13:26:08Z,310975,52.93,87.00,99.24,2236,-80,64,61,57.22
2022-10-09T13:28:08Z,310976,54.11,89.33,99.46,2238,-79,65,61,58.78
2022-10-09T13:30:22Z,310977,52.61,88.43,99.89,2240,-83,64,61,58.19
2022-10-09T13:32:08Z,310978,53.17,90.81,104.77,2242,-81,64,61,59.83
2022-10-09T13:34:08Z,310979,53.49,90.84,102.89,2244,-80,64,61,59.58
2022-10-09T13:36:08Z,310980,53.23,88.46,100.54,2246,-87,64,61,58.04
2022-10-09T13:38:08Z,310981,53.04,88.72,102.42,2248,-81,64,61,58.42
2022-10-09T13:40:08Z,310982,51.70,85.09,96.96,2250,-79,64,61,55.96
2022-10-09T13:42:08Z,310983,52.62,87.48,98.64,2252,-84,64,61,57.66
2022-10-09T13:44:08Z,310984,53.02,88.69,100.76,2254,-81,64,61,58.56
2022-10-09T13:46:20Z,310985,54.51,91.08,105.47,2256,-81,64,61,60.06
2022-10-09T13:48:08Z,310986,55.45,94.47,106.40,2258,-78,64,61,62.24
2022-10-09T13:50:08Z,310987,58.34,96.91,109.66,2260,-81,64,61,63.75
2022-10-09T13:52:08Z,310988,59.95,99.42,110.85,2262,-84,64,62,65.58
2022-10-09T13:54:08Z,310989,54.42,92.53,106.24,2264,-80,64,61,60.93
2022-10-09T13:56:08Z,310990,54.21,92.70,105.02,2266,-83,64,61,61.17
2022-10-09T13:58:08Z,310991,52.56,89.72,100.69,2268,-84,64,61,58.87
2022-10-09T14:00:08Z,310992,52.25,88.96,98.75,2270,-83,64,61,58.55
2022-10-09T14:02:20Z,310993,53.20,89.53,98.05,2272,-83,64,61,58.78
2022-10-09T14:04:09Z,310994,52.15,87.17,96.60,2274,-83,64,61,57.42
2022-10-09T14:06:08Z,310995,51.69,87.36,98.96,2276,-81,64,61,57.60
2022-10-09T14:08:08Z,310996,53.07,88.36,100.45,2278,-84,64,62,58.29
2022-10-09T14:10:08Z,310997,53.05,87.96,100.78,2280,-79,64,62,57.91
2022-10-09T14:12:08Z,310998,54.19,90.40,102.43,2282,-82,64,62,59.57
2022-10-09T14:14:08Z,310999,55.70,92.83,104.35,2284,-84,64,62,61.15
2022-10-09T14:16:08Z,311000,60.28,101.04,115.56,2286,-80,64,62,66.50
2022-10-09T14:18:08Z,311001,56.73,97.24,111.31,2288,-81,64,62,64.13
2022-10-09T14:20:08Z,311002,54.66,92.39,105.02,2290,-80,64,62,60.86
2022-10-09T14:22:08Z,311003,54.37,90.30,101.95,2292,-82,64,62,59.46
2022-10-09T14:24:08Z,311004,54.16,91.20,102.88,2294,-81,64,62,60.00
2022-10-09T14:26:08Z,311005,53.08,90.90,101.06,2296,-81,64,62,59.81
2022-10-09T14:28:08Z,311006,52.93,89.85,102.54,2298,-79,64,62,59.22
2022-10-09T14:30:08Z,311007,53.16,91.68,104.36,2300,-81,64,63,60.30
2022-10-09T14:32:08Z,311008,53.21,89.36,102.38,2302,-83,63,62,58.79
2022-10-09T14:34:08Z,311009,53.08,88.55,99.81,2304,-80,64,62,58.47
2022-10-09T14:36:08Z,311010,53.61,90.14,99.21,2306,-83,64,62,59.36
2022-10-09T14:38:08Z,311011,52.85,90.13,102.09,2308,-80,63,62,59.43
2022-10-09T14:40:08Z,311012,53.06,91.06,101.85,2310,-80,63,62,59.91
2022-10-09T14:42:08Z,311013,54.30,92.20,107.32,2312,-80,63,62,60.74
2022-10-09T14:44:09Z,311014,54.11,94.06,105.62,2314,-80,63,63,61.98
2022-10-09T14:46:08Z,311015,55.62,94.34,106.71,2316,-79,63,62,62.11
2022-10-09T14:48:08Z,311016,52.91,91.07,103.98,2318,-80,63,62,60.02
2022-10-09T14:50:08Z,311017,52.41,88.73,100.77,2320,-79,64,62,58.36
2022-10-09T14:52:08Z,311018,52.64,88.57,102.60,2322,-81,64,62,58.36
2022-10-09T14:54:09Z,311019,50.79,88.16,99.19,2324,-81,64,62,57.98
2022-10-09T14:56:09Z,311020,51.89,89.36,104.80,2326,-80,64,62,58.95
2022-10-09T14:58:08Z,311021,52.40,88.23,98.56,2328,-80,64,62,57.96
2022-10-09T15:00:08Z,311022,53.33,88.90,102.62,2330,-78,64,62,58.58
2022-10-09T15:02:08Z,311023,51.96,89.07,101.61,2332,-79,64,62,58.72
2022-10-09T15:04:09Z,311024,53.50,89.57,102.24,2334,-82,64,62,59.02
2022-10-09T15:06:08Z,311025,52.89,88.88,102.38,2336,-85,64,62,58.46
2022-10-09T15:08:08Z,311026,51.13,86.13,97.09,2338,-83,64,62,56.83
2022-10-09T15:10:10Z,311027,53.13,88.73,102.36,2340,-78,64,62,58.31
2022-10-09T15:12:08Z,311028,52.45,87.02,98.85,2342,-75,64,62,57.38
2022-10-09T15:14:09Z,311029,51.68,88.54,99.12,2344,-82,64,62,58.25
2022-10-09T15:16:08Z,311030,53.51,89.26,101.77,2346,-78,64,62,58.85
2022-10-09T15:18:09Z,311031,52.70,87.46,99.26,2348,-83,64,62,57.54
2022-10-09T15:20:09Z,311032,52.11,88.53,98.73,2350,-79,64,62,58.36
2022-10-09T15:22:09Z,311033,53.72,88.83,100.30,2352,-82,64,62,58.45
2022-10-09T15:24:09Z,311034,52.23,88.51,102.02,2354,-80,64,63,58.23
2022-10-09T15:26:09Z,311035,53.36,89.64,103.84,2356,-80,64,62,59.02
2022-10-09T15:28:09Z,311036,53.16,89.16,100.36,2358,-80,64,62,58.75
2022-10-09T15:30:09Z,311037,53.34,87.77,97.77,2360,-80,64,63,57.85
2022-10-09T15:32:09Z,311038,52.85,91.20,103.24,2362,-81,64,62,59.98
2022-10-09T15:34:09Z,311039,53.16,89.46,100.49,2364,-79,64,63,58.82
2022-10-09T15:36:09Z,311040,53.35,91.22,104.40,2366,-79,64,63,60.02
2022-10-09T15:38:09Z,311041,52.46,88.28,99.76,2368,-82,64,63,57.96
2022-10-09T15:40:09Z,311042,52.35,88.44,100.56,2370,-80,64,63,58.05
2022-10-09T15:42:09Z,311043,53.05,90.60,102.45,2372,-81,64,63,59.69
2022-10-09T15:44:09Z,311044,53.35,92.22,105.05,2374,-81,63,63,60.76
2022-10-09T15:46:09Z,311045,52.78,90.39,102.02,2376,-81,64,64,59.44
2022-10-09T15:48:09Z,311046,54.35,91.73,103.29,2378,-81,64,63,60.44
2022-10-09T15:50:09Z,311047,53.93,90.77,100.64,2380,-80,64,64,59.73
2022-10-09T15:52:09Z,311048,53.40,91.36,103.35,2382,-80,65,63,60.20
2022-10-09T15:54:09Z,311049,54.78,93.04,105.98,2384,-83,65,63,61.29
2022-10-09T15:56:09Z,311050,53.81,92.63,106.30,2386,-81,65,63,61.00
2022-10-09T15:58:09Z,311051,54.98,92.76,104.53,2388,-84,65,63,61.11
2022-10-09T16:00:09Z,311052,53.61,92.48,104.96,2390,-85,65,63,60.88
2022-10-09T16:02:09Z,311053,55.15,94.40,106.60,2392,-80,65,63,62.20
2022-10-09T16:04:09Z,311054,55.61,94.59,109.02,2394,-83,65,62,62.35
2022-10-09T16:06:09Z,311055,54.43,93.22,104.81,2396,-82,65,62,61.34
2022-10-09T16:08:09Z,311056,54.09,92.02,101.96,2398,-79,65,62,60.59
2022-10-09T16:10:09Z,311057,55.67,93.02,105.30,2400,-84,66,62,61.28
2022-10-09T16:12:09Z,311058,53.91,91.25,103.81,2402,-81,66,62,60.00
2022-10-09T16:14:09Z,311059,56.18,94.14,106.46,2404,-82,66,62,62.09
2022-10-09T16:16:09Z,311060,54.84,93.29,107.34,2406,-81,66,62,61.46
2022-10-09T16:18:09Z,311061,54.45,92.93,105.73,2408,-81,66,62,61.11
2022-10-09T16:20:09Z,311062,54.24,90.98,101.04,2410,-83,66,62,59.78
2022-10-09T16:22:09Z,311063,54.75,92.65,103.62,2412,-80,66,62,61.05
2022-10-09T16:24:09Z,311064,55.00,91.70,102.13,2414,-85,66,61,60.40
2022-10-09T16:26:09Z,311065,53.19,90.68,102.79,2416,-78,66,61,59.75
2022-10-09T16:28:09Z,311066,54.18,91.22,101.76,2418,-79,66,61,59.95
2022-10-09T16:30:09Z,311067,53.11,90.29,100.75,2420,-80,66,61,59.46
2022-10-09T16:32:09Z,311068,52.84,88.88,102.47,2422,-78,66,61,58.51
2022-10-09T16:34:09Z,311069,52.29,89.50,101.23,2424,-82,66,60,58.94
2022-10-09T16:36:09Z,311070,53.17,90.54,103.07,2426,-80,67,61,59.65
2022-10-09T16:38:09Z,311071,52.57,87.55,99.04,2428,-80,67,60,57.68
2022-10-09T16:40:09Z,311072,53.51,90.75,102.26,2430,-81,67,60,59.54
2022-10-09T16:42:11Z,311073,52.25,87.85,98.62,2432,-79,67,60,57.89
2022-10-09T16:44:09Z,311074,52.88,88.89,100.80,2434,-85,67,60,58.46
2022-10-09T16:46:09Z,311075,52.41,89.66,100.67,2436,-80,67,59,58.98
2022-10-09T16:48:09Z,311076,47.44,80.28,90.79,2438,-80,67,59,54.09
2022-10-09T16:50:09Z,311077,46.15,78.36,87.87,2440,-85,67,59,52.60
2022-10-09T16:52:09Z,311078,47.89,81.28,91.78,2442,-82,68,58,54.41
2022-10-09T16:54:10Z,311079,52.09,88.55,98.89,2444,-79,68,58,58.22
2022-10-09T16:56:09Z,311080,51.07,86.72,97.39,2446,-80,68,58,57.11
2022-10-09T16:58:09Z,311081,51.11,86.39,96.56,2448,-80,68,58,56.81
2022-10-09T17:00:09Z,311082,50.21,83.96,93.92,2450,-80,68,58,55.21
2022-10-09T17:02:09Z,311083,51.82,85.98,96.70,2452,-81,68,58,56.64
2022-10-09T17:04:09Z,311084,51.20,84.67,94.04,2454,-79,68,58,55.71
2022-10-09T17:06:09Z,311085,51.48,86.06,99.37,2456,-81,68,58,56.57
2022-10-09T17:08:09Z,311086,51.40,85.79,97.02,2458,-80,68,58,56.43
2022-10-09T17:10:09Z,311087,52.18,89.53,99.15,2460,-80,68,58,59.02
2022-10-09T17:12:09Z,311088,50.84,84.82,93.81,2462,-80,68,58,55.86
2022-10-09T17:14:09Z,311089,51.55,87.22,98.95,2464,-80,68,58,57.25
2022-10-09T17:16:09Z,311090,50.83,86.60,95.72,2466,-80,68,58,57.02
2022-10-09T17:18:10Z,311091,53.02,87.70,99.07,2468,-80,69,58,57.79
2022-10-09T17:20:10Z,311092,51.87,86.81,97.35,2470,-85,69,57,57.10
2022-10-09T17:22:10Z,311093,50.60,86.64,96.29,2472,-82,69,57,56.93
2022-10-09T17:24:10Z,311094,51.50,87.06,97.85,2474,-82,69,57,57.19
2022-10-09T17:26:10Z,311095,51.36,87.20,98.67,2476,-84,69,56,57.22
2022-10-09T17:28:10Z,311096,51.04,85.00,92.76,2478,-81,70,56,56.00
2022-10-09T17:30:10Z,311097,51.09,86.57,98.91,2480,-80,70,55,56.91
2022-10-09T17:32:10Z,311098,52.82,87.60,96.53,2482,-79,70,55,57.82
2022-10-09T17:34:10Z,311099,52.14,85.18,96.75,2484,-83,70,55,56.14
2022-10-09T17:36:10Z,311100,50.12,83.91,95.50,2486,-80,71,55,55.19
2022-10-09T17:38:10Z,311101,50.06,85.96,96.70,2488,-81,71,54,56.66
2022-10-09T17:40:10Z,311102,49.16,80.79,91.84,2490,-82,71,54,53.55
2022-10-09T17:42:10Z,311103,49.07,83.48,92.16,2492,-80,71,53,54.93
2022-10-09T17:44:10Z,311104,49.09,82.82,92.60,2494,-80,72,53,54.42
2022-10-09T17:46:10Z,311105,50.36,84.30,94.57,2496,-80,72,52,55.66
2022-10-09T17:48:10Z,311106,49.48,83.52,92.72,2498,-80,72,51,54.76
2022-10-09T17:50:10Z,311107,48.64,81.07,91.73,2500,-81,72,52,53.38
2022-10-09T17:52:10Z,311108,48.91,80.79,92.71,2502,-80,73,51,53.55
2022-10-09T17:54:10Z,311109,47.52,79.61,87.11,2504,-78,73,51,52.85
2022-10-09T17:56:10Z,311110,47.80,77.81,84.41,2506,-80,73,50,52.06
2022-10-09T17:58:10Z,311111,48.04,81.51,88.68,2508,-81,73,50,53.82
2022-10-09T18:00:10Z,311112,47.02,75.89,86.05,2510,-79,74,50,51.45
2022-10-09T18:02:10Z,311113,46.83,78.60,88.63,2512,-80,74,49,52.35
2022-10-09T18:04:10Z,311114,46.04,76.64,86.36,2514,-82,74,48,51.60
2022-10-09T18:06:10Z,311115,45.84,74.39,84.59,2516,-85,75,48,50.95
2022-10-09T18:08:10Z,311116,45.64,74.71,82.59,2518,-82,75,48,51.04
2022-10-09T18:10:10Z,311117,46.42,76.23,84.62,2520,-81,75,48,51.72
2022-10-09T18:12:10Z,311118,46.69,76.83,86.44,2522,-81,75,48,51.91
2022-10-09T18:14:10Z,311119,46.88,75.86,83.91,2524,-82,76,47,51.52
2022-10-09T18:16:10Z,311120,46.76,76.29,84.71,2526,-79,76,47,51.47
2022-10-09T18:18:10Z,311121,45.93,76.15,85.59,2528,-79,76,46,51.63
2022-10-09T18:20:10Z,311122,45.73,76.45,84.80,2530,-83,77,46,51.47
2022-10-09T18:22:10Z,311123,45.86,75.84,83.93,2532,-83,77,46,51.36
2022-10-09T18:24:11Z,311124,45.17,72.96,81.00,2534,-81,77,46,50.45
2022-10-09T18:26:10Z,311125,45.08,74.87,83.08,2536,-79,77,45,51.06
2022-10-09T18:28:10Z,311126,44.56,73.53,83.47,2538,-79,77,44,50.87
2022-10-09T18:30:10Z,311127,46.43,76.72,84.16,2540,-82,77,44,51.71
2022-10-09T18:32:10Z,311128,45.92,75.02,83.00,2542,-79,77,44,51.25
2022-10-09T18:34:11Z,311129,45.75,75.98,84.19,2544,-80,77,43,51.32
2022-10-09T18:36:10Z,311130,46.56,76.49,84.75,2546,-78,77,43,51.87
2022-10-09T18:38:10Z,311131,45.67,75.16,82.81,2548,-78,77,43,51.36
2022-10-09T18:40:10Z,311132,45.87,75.16,83.71,2550,-79,77,43,51.31
2022-10-09T18:42:10Z,311133,45.75,73.83,81.42,2552,-79,78,42,50.62
2022-10-09T18:44:11Z,311134,46.50,76.54,83.71,2554,-80,78,42,51.79
2022-10-09T18:46:10Z,311135,46.30,75.30,83.41,2556,-81,77,42,51.50
2022-10-09T18:48:10Z,311136,47.70,73.82,82.18,2558,-77,78,42,50.80
2022-10-09T18:50:10Z,311137,45.35,74.31,81.85,2560,-79,78,42,51.07
2022-10-09T18:52:10Z,311138,46.04,72.65,80.49,2562,-79,78,42,50.18
2022-10-09T18:54:10Z,311139,46.09,76.37,82.88,2564,-79,78,42,51.77
2022-10-09T18:56:10Z,311140,46.14,74.11,83.04,2566,-78,78,42,50.98
2022-10-09T18:58:10Z,311141,46.56,74.64,81.31,2568,-79,77,41,51.04
2022-10-09T19:00:10Z,311142,46.18,72.65,78.85,2570,-80,79,41,50.40
2022-10-09T19:02:10Z,311143,45.71,73.42,82.16,2572,-77,79,41,50.65
2022-10-09T19:04:10Z,311144,45.16,72.38,79.18,2574,-81,79,40,50.18
2022-10-09T19:06:10Z,311145,46.59,73.52,81.31,2576,-80,79,40,50.74
2022-10-09T19:08:10Z,311146,46.56,74.25,82.02,2578,-79,79,39,50.87
2022-10-09T19:10:10Z,311147,44.59,70.61,78.25,2580,-80,80,39,49.68
2022-10-09T19:12:10Z,311148,45.58,73.23,81.86,2582,-82,80,39,50.53
2022-10-09T19:14:10Z,311149,43.31,69.15,75.13,2584,-79,80,39,49.16
2022-10-09T19:16:10Z,311150,44.55,68.84,78.16,2586,-81,80,38,49.09
2022-10-09T19:18:11Z,311151,44.85,71.16,77.91,2588,-79,80,38,50.00
2022-10-09T19:20:11Z,311152,43.87,69.50,78.00,2590,-80,81,38,49.17
2022-10-09T19:22:11Z,311153,44.73,71.78,77.51,2592,-78,81,38,49.67
2022-10-09T19:24:12Z,311154,45.16,71.02,77.26,2594,-79,81,38,49.79
2022-10-09T19:26:11Z,311155,44.00,71.47,77.39,2596,-81,81,39,49.96
2022-10-09T19:28:10Z,311156,44.29,70.75,77.75,2598,-81,81,38,49.79
2022-10-09T19:30:11Z,311157,42.56,69.72,76.41,2600,-79,81,37,49.22
2022-10-09T19:32:10Z,311158,43.74,69.51,76.11,2602,-79,82,37,49.46
2022-10-09T19:34:10Z,311159,44.30,71.63,77.30,2604,-82,82,37,50.14
2022-10-09T19:36:10Z,311160,42.48,68.14,75.61,2606,-78,82,37,48.41
2022-10-09T19:38:10Z,311161,44.37,68.83,74.06,2608,-83,82,37,48.94
2022-10-09T19:40:11Z,311162,45.26,71.96,78.91,2610,-80,82,37,50.28
2022-10-09T19:42:10Z,311163,44.77,72.04,77.80,2612,-82,82,37,50.21
2022-10-09T19:44:11Z,311164,45.09,72.00,77.54,2614,-79,82,36,50.07
2022-10-09T19:46:12Z,311165,44.22,71.13,78.16,2616,-85,82,36,49.65
2022-10-09T19:48:10Z,311166,44.00,69.96,76.57,2618,-79,82,36,49.45
2022-10-09T19:50:11Z,311167,41.93,64.14,70.66,2620,-79,82,35,46.97
2022-10-09T19:52:11Z,311168,41.35,64.18,70.33,2622,-80,83,36,47.20
2022-10-09T19:54:11Z,311169,42.70,68.57,74.41,2624,-79,83,35,48.87
2022-10-09T19:56:10Z,311170,42.40,67.81,74.56,2626,-80,83,35,48.51
2022-10-09T19:58:11Z,311171,42.84,68.39,74.73,2628,-85,83,35,48.84
2022-10-09T20:00:11Z,311172,44.12,70.97,77.41,2630,-83,82,35,49.91
2022-10-09T20:02:11Z,311173,43.54,70.77,76.23,2632,-83,83,34,49.75
2022-10-09T20:04:12Z,311174,45.56,70.43,75.74,2634,-81,83,34,49.72
2022-10-09T20:06:11Z,311175,44.77,72.23,79.20,2636,-80,83,34,50.14
2022-10-09T20:08:11Z,311176,43.95,69.25,74.68,2638,-82,83,34,49.20
2022-10-09T20:10:11Z,311177,45.05,71.52,78.09,2640,-81,83,34,50.07
2022-10-09T20:12:11Z,311178,44.75,69.98,75.15,2642,-81,84,34,49.42
2022-10-09T20:14:10Z,311179,46.12,72.34,79.56,2644,-83,84,34,50.46
2022-10-09T20:16:11Z,311180,45.96,72.02,79.45,2646,-84,83,33,50.27
2022-10-09T20:18:11Z,311181,44.93,69.17,74.74,2648,-83,83,33,49.07
2022-10-09T20:20:11Z,311182,45.15,69.30,78.45,2650,-81,83,33,49.20
2022-10-09T20:22:11Z,311183,46.14,72.38,78.32,2652,-80,84,33,50.20
2022-10-09T20:24:11Z,311184,44.65,69.64,75.04,2654,-80,84,33,49.18
2022-10-09T20:26:11Z,311185,44.61,71.29,77.91,2656,-81,84,33,49.86
2022-10-09T20:28:11Z,311186,44.93,70.16,74.50,2658,-79,84,33,49.59
2022-10-09T20:30:11Z,311187,43.79,67.51,73.88,2660,-81,84,33,48.37
2022-10-09T20:32:11Z,311188,43.13,65.75,72.92,2662,-80,84,32,47.75
2022-10-09T20:34:11Z,311189,42.87,66.04,71.98,2664,-82,84,32,47.91
2022-10-09T20:36:11Z,311190,43.81,69.47,74.17,2666,-81,84,32,49.14
2022-10-09T20:38:11Z,311191,43.89,69.12,75.81,2668,-80,84,33,49.02
2022-10-09T20:40:11Z,311192,46.17,71.54,77.94,2670,-80,84,33,50.06
2022-10-09T20:42:11Z,311193,47.25,72.71,78.59,2672,-80,85,33,50.39
2022-10-09T20:44:11Z,311194,48.34,72.98,79.11,2674,-82,85,33,50.46
2022-10-09T20:46:11Z,311195,48.64,74.98,80.76,2676,-81,85,32,51.35
2022-10-09T20:48:11Z,311196,49.60,77.47,83.11,2678,-82,85,32,52.13
2022-10-09T20:50:11Z,311197,50.22,77.91,84.24,2680,-81,85,32,52.27
2022-10-09T20:52:11Z,311198,50.11,79.29,87.87,2682,-79,85,32,52.80
2022-10-09T20:54:11Z,311199,49.15,76.16,83.40,2684,-81,85,32,51.67
2022-10-09T20:56:11Z,311200,50.44,79.51,86.69,2686,-86,85,32,52.73
2022-10-09T20:58:11Z,311201,48.38,74.31,80.35,2688,-80,85,32,50.89
2022-10-09T21:00:11Z,311202,47.95,75.18,80.84,2690,-83,85,32,51.25
2022-10-09T21:02:11Z,311203,48.56,75.56,82.98,2692,-79,85,32,51.35
2022-10-09T21:04:11Z,311204,47.25,73.55,80.21,2694,-80,85,32,50.68
2022-10-09T21:06:11Z,311205,46.49,73.10,79.29,2696,-79,85,32,50.61
2022-10-09T21:08:11Z,311206,45.48,72.26,79.69,2698,-81,85,32,50.43
2022-10-09T21:10:11Z,311207,45.75,71.70,77.53,2700,-84,85,32,50.14
2022-10-09T21:12:11Z,311208,47.11,74.33,80.24,2702,-81,85,32,51.07
2022-10-09T21:14:11Z,311209,46.16,73.11,79.45,2704,-82,85,32,50.65
2022-10-09T21:16:11Z,311210,45.23,69.83,77.89,2706,-79,85,32,49.36
2022-10-09T21:18:11Z,311211,45.56,71.14,78.12,2708,-81,85,32,49.84
2022-10-09T21:20:11Z,311212,45.18,70.24,76.39,2710,-82,85,32,49.61
2022-10-09T21:22:12Z,311213,44.70,68.52,76.70,2712,-83,85,31,48.71
2022-10-09T21:24:11Z,311214,45.17,71.12,77.02,2714,-80,86,31,49.76
2022-10-09T21:26:11Z,311215,44.26,67.21,72.47,2716,-83,86,31,48.39
2022-10-09T21:28:11Z,311216,43.79,68.23,73.60,2718,-86,86,31,48.53
2022-10-09T21:30:11Z,311217,45.53,69.16,73.51,2720,-80,86,31,48.86
2022-10-09T21:32:11Z,311218,44.69,70.53,76.60,2722,-79,86,30,49.71
2022-10-09T21:34:11Z,311219,43.76,69.22,75.12,2724,-83,86,31,49.38
2022-10-09T21:36:11Z,311220,44.84,68.20,76.92,2726,-81,86,31,48.73
2022-10-09T21:38:11Z,311221,43.49,70.36,77.15,2728,-80,86,30,49.40
2022-10-09T21:40:11Z,311222,43.86,67.95,73.59,2730,-80,86,30,48.52
2022-10-09T21:42:11Z,311223,43.70,69.13,74.54,2732,-80,86,30,49.15
2022-10-09T21:44:11Z,311224,44.25,68.09,71.82,2734,-80,86,30,48.73
2022-10-09T21:46:11Z,311225,43.69,69.15,74.00,2736,-81,86,30,49.17
2022-10-09T21:48:11Z,311226,43.66,68.25,73.54,2738,-81,86,30,48.80
2022-10-09T21:50:11Z,311227,42.86,65.88,72.96,2740,-80,86,29,48.00
2022-10-09T21:52:11Z,311228,41.59,65.11,71.76,2742,-83,86,29,47.70
2022-10-09T21:54:11Z,311229,40.87,64.50,69.91,2744,-82,86,29,46.98
2022-10-09T21:56:11Z,311230,40.95,65.40,72.56,2746,-81,86,29,47.64
2022-10-09T21:58:11Z,311231,42.09,66.14,72.90,2748,-86,86,30,47.83
2022-10-09T22:00:11Z,311232,41.81,64.30,69.94,2750,-81,86,30,47.26
2022-10-09T22:02:12Z,311233,40.91,63.24,68.85,2752,-81,86,30,46.82
2022-10-09T22:04:11Z,311234,41.37,64.26,70.87,2754,-79,86,30,47.07
2022-10-09T22:06:11Z,311235,40.88,61.44,67.44,2756,-88,86,29,46.07
2022-10-09T22:08:11Z,311236,40.23,63.23,69.14,2758,-80,86,29,46.67
2022-10-09T22:10:11Z,311237,40.77,63.59,70.41,2760,-81,86,29,46.96
2022-10-09T22:12:12Z,311238,40.91,63.62,70.92,2762,-80,86,29,46.91
2022-10-09T22:14:11Z,311239,40.32,63.16,68.65,2764,-82,86,29,46.60
2022-10-09T22:16:11Z,311240,40.41,62.57,68.68,2766,-80,86,30,46.61
2022-10-09T22:18:12Z,311241,39.98,61.71,67.11,2768,-80,86,29,46.25
2022-10-09T22:20:12Z,311242,40.20,63.11,68.79,2770,-81,86,29,46.62
2022-10-09T22:22:12Z,311243,40.36,62.98,67.88,2772,-83,87,29,46.66
2022-10-09T22:24:12Z,311244,40.61,62.52,66.81,2774,-79,86,29,46.52
2022-10-09T22:26:12Z,311245,39.57,61.96,66.23,2776,-81,87,29,46.27
2022-10-09T22:28:12Z,311246,41.00,62.41,67.05,2778,-84,87,29,46.48
2022-10-09T22:30:12Z,311247,39.18,60.07,65.54,2780,-81,86,29,45.56
2022-10-09T22:32:12Z,311248,39.69,61.52,66.04,2782,-80,86,28,46.23
2022-10-09T22:34:12Z,311249,37.79,59.39,65.34,2784,-81,86,29,45.29
2022-10-09T22:36:12Z,311250,39.17,60.62,65.66,2786,-79,87,29,45.64
2022-10-09T22:38:12Z,311251,38.88,59.19,62.54,2788,-83,87,29,45.11
2022-10-09T22:40:12Z,311252,39.18,59.87,65.47,2790,-80,87,29,45.51
2022-10-09T22:42:12Z,311253,40.20,61.33,66.85,2792,-82,87,28,45.94
2022-10-09T22:44:15Z,311254,38.45,60.57,65.45,2794,-79,87,28,45.59
2022-10-09T22:46:12Z,311255,38.78,59.41,64.72,2796,-84,87,29,45.34
2022-10-09T22:48:12Z,311256,37.98,56.95,62.82,2798,-82,87,28,44.34
2022-10-09T22:50:12Z,311257,38.40,58.94,64.19,2800,-84,87,28,45.06
2022-10-09T22:52:15Z,311258,37.62,58.47,66.80,2802,-85,87,28,44.78
2022-10-09T22:54:12Z,311259,36.79,57.52,62.68,2804,-79,87,28,44.45
2022-10-09T22:56:12Z,311260,36.50,56.76,63.04,2806,-82,87,28,44.13
2022-10-09T22:58:12Z,311261,36.98,57.92,63.75,2808,-81,87,29,44.52
2022-10-09T23:00:12Z,311262,36.67,58.16,63.53,2810,-82,87,29,44.65
2022-10-09T23:02:12Z,311263,36.29,56.46,62.36,2812,-80,87,28,44.12
2022-10-09T23:04:12Z,311264,36.52,55.59,62.32,2814,-86,87,29,43.71
2022-10-09T23:06:12Z,311265,36.31,55.15,57.73,2816,-83,87,28,43.58
2022-10-09T23:08:12Z,311266,34.75,54.31,58.60,2818,-80,87,28,43.15
